2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10
100.0,104.06,106.9,111.45,129.15,124.63,91.76,102.98,103.8,105.0,108.99,123.39,118.69,83.08,100.67,105.22,107.72,114.04,129.78,122.68,81.91,102.53,106.31,105.73,111.19,130.39,128.05,90.51,104.0,106.8,112.99,122.15,143.8,130.54,100.38,112.58,112.31,117.05,121.7,138.9,131.76,104.95,115.16,117.05,117.74,123.17,139.76,144.6,103.5,113.16,116.05,119.27,125.91,144.49,136.64,102.42,116.4,114.82,113.16,110.59,120.62,113.76,85.38,94.73,88.27,75.71,76.44,80.42,70.35,51.77,64.11,63.48,62.87,62.83,68.31,62.77,48.89,59.53,58.64,55.66,57.09,64.52,56.58,44.47,55.74,57.27,57.05,59.81,67.34,58.92,39.08,58.1,60.25,65.15,66.07,74.91,69.2,54.55,66.37,65.41,67.08,70.15,78.6,73.7,57.21,68.56,69.72,71.36,74.91,86.46,82.43,63.34,74.81,77.27,76.81,79.84,92.28,88.21,64.73,64.73,70,86.65,90.42,105.59,102.23,82.71,94.07,96.78,98.76,104.29,122.56,113.6,94.35,91.23,101.33,102.94,105.51,118.85,112.7,89.01,96.6,97.19,100.95,104.35,118.37,114.9,91.71,105.28,105.58,106.65,111.32,125.01,122.7,100.07,107.24,107.74,108.4,111.72,125.29,117.34,88.13,106.28,108.53,107.75,110.85,124.35,116.07,91.99,105.25,105.34,108.09,115.92,113.62,86.82,84.96,101.95,102.29,102.79,105.51,117.02,107.96,86.56,100.22,102.68,104.45,109.67,119.97,112.83,91.34,101.85,103.99,105.86,107.66,121.64,118.13,95.77,104.95,106.79,110.31,112.53,126.21,123.91,98.92,108.35,109.43,107.15,110.66,127.13,124.89,98.44,105.44,108.16,108.5,111.98,132.81,127.69,101.16,108.79,109.98,111.86,114.58,133.86,130.57,101.25,104.79,105.98,107.77,111.26,128.84,125.66,99.34,106.45,108.82,110.93,117.57,141.58,131.97,107.12,106.31,108.27,111.33,115.35,131.12,132.42,99.46,109.42,109.61,111.94,115.74,136.49,133.76,103.01,106.78,107.64,109.6,112.93,133.7,131.67,98.19,103.88,103.61,107.17,112.99,130.43,128.35,96.95,104.95,106.1,109.49,114.95,133.85,131.86,101.41,106.9,107.1,110.7,116.07,135.94,138.59,103.88,106.07,106.83,109.08,116.9,136.25,138.05,103.6,104.83,105.9,107.62,114.16,133.2,126.48,89.6,100.84,101.33,95.13,102.24,122.16,120.61,89.2,94.98,99.22
